title,platform,Score,release_year
Sam & Max: The Devil's Playhouse -- Episode 1: The Penal Zone,iPad,7,2010
Sam & Max: The Devil's Playhouse -- Episode 1: The Penal Zone,PlayStation 3,7,2010
Sam & Max: The Devil's Playhouse -- Episode 1: The Penal Zone,PC,7,2010
Sam & Max: The Devil's Playhouse -- Episode 2: The Tomb of Sammun-Mak,PC,8,2010
Samurai Shodown III: Blades of Blood,Wii,8,2010
Samurai Shodown Sen,Xbox 360,4,2010
Samurai Warriors 3,Wii,3,2010
Samurai: Way of the Warrior HD,iPad,8,2010
Sands of Destruction,Nintendo DS,7,2010
Save the Turtles,Nintendo DSi,8,2010
Saw II: Flesh & Blood,PlayStation 3,5,2010
Saw II: Flesh & Blood,Xbox 360,5,2010
Scarface: Last Stand,iPhone,4,2010
Scott Pilgrim vs. The World: The Game,PlayStation 3,8,2010
Scott Pilgrim vs. The World: The Game,Xbox 360,8,2010
Scrabble Tools,Nintendo DSi,7,2010
Scrap Metal,Xbox 360,8,2010
Secret of Mana,iPhone,8,2010
Section 8,PlayStation 3,8,2010
SEGA Genesis Ultimate Collection: Ecco the Dolphin,iPhone,8,2010
SEGA Genesis Ultimate Collection: Space Harrier II,iPhone,7,2010
Sengoku Basara: Samurai Heroes,Wii,5,2010
Sengoku Basara: Samurai Heroes,PlayStation 3,5,2010
Serious Sam HD: The First Encounter,Xbox 360,7,2010
Serious Sam HD: The Second Encounter,PC,7,2010
Serious Sam HD: The Second Encounter,Xbox 360,7,2010
Shadow Guardian,iPhone,9,2010
Shadow of Destiny,PlayStation Portable,7,2010
Shadow of the Ninja,Wii,7,2010
ShadowPlay,Wii,8,2010
Shank,PlayStation 3,7,2010
Shank,Xbox 360,7,2010
Shank,PC,7,2010
Shantae: Risky's Revenge,Nintendo DSi,9,2010
Shark or Die,Android,7,2010
Shaun White Skateboarding,Xbox 360,6,2010
Sheep Defense,PlayStation Portable,5,2010
Sherlock Holmes Versus Jack the Ripper,Xbox 360,8,2010
Shibuya,iPhone,9,2010
Shin Megami Tensei: Persona 3 Portable,PlayStation Portable,9,2010
Shin Megami Tensei: Strange Journey,Nintendo DS,9,2010
Shiren the Wanderer,Wii,7,2010
Shrek Forever After,iPhone,6,2010
Shrek Kart HD,iPad,7,2010
Sid Meier's Civilization V,PC,9,2010
Silent Hill: Shattered Memories,PlayStation 2,8,2010
Silent Hill: Shattered Memories,PlayStation Portable,7,2010
Silent Hunter V: Battle Of The Atlantic,PC,6,2010
Silverfish,iPhone,9,2010
SimCity Deluxe,iPhone,8,2010
SimCity Deluxe HD,iPad,8,2010
Simon the Sorcerer: Who'd Even Want Contact?!,PC,7,2010
Sin and Punishment: Star Successor,Wii,9,2010
SingStar Dance,PlayStation 3,6,2010
Singularity,PC,7,2010
Singularity,Xbox 360,7,2010
Singularity,PlayStation 3,7,2010
Sins of a Solar Empire: Diplomacy,PC,8,2010
Skate 3,PlayStation 3,8,2010
Skate 3,Xbox 360,8,2010
Skate It,iPhone,6,2010
Sketch Nation Shooter,iPhone,8,2010
Slice It,iPhone,9,2010
Sneezies,PlayStation Portable,8,2010
Sniper: Ghost Warrior,PC,5,2010
Sniper: Ghost Warrior,Xbox 360,5,2010
Snoopy: Flying Ace,Xbox 360,9,2010
Soccer Superstars,iPhone,8,2010
Soccer Superstars,Android,8,2010
SOCOM: U.S. Navy SEALs Fireteam Bravo 3,PlayStation Portable,8,2010
Sokomania,Nintendo DSi,5,2010
Söldner-X 2: Final Prototype,PlayStation 3,9,2010
Solipskier,iPhone,8,2010
Sonic & Knuckles,Wii,9,2010
Sonic & SEGA All-Stars Racing,Nintendo DS,8,2010
Sonic & SEGA All-Stars Racing,PlayStation 3,8,2010
Sonic & SEGA All-Stars Racing,Wii,8,2010
Sonic & SEGA All-Stars Racing,Nintendo DS,8,2010
Sonic & SEGA All-Stars Racing with Banjo Kazooie,Xbox 360,8,2010
Sonic Adventure,PlayStation 3,4,2010
Sonic Adventure,Xbox 360,4,2010
Sonic at the Olympic Winter Games,iPhone,5,2010
Sonic Classic Collection,Nintendo DS,7,2010
Sonic Colors,Wii,9,2010
Sonic Colors,Nintendo DS,9,2010
Sonic Free Riders,Xbox 360,8,2010
Sonic the Hedgehog 2 [2010 version],iPhone,6,2010
Sonic the Hedgehog 4: Episode I,iPhone,8,2010
Sonic the Hedgehog 4: Episode I,Xbox 360,8,2010
Sonic the Hedgehog 4: Episode I,Wii,8,2010
Sonic the Hedgehog 4: Episode I,PlayStation 3,8,2010
Soul of Darkness,Nintendo DSi,9,2010
Space Ace,Nintendo DSi,3,2010
Space Invaders Infinity Gene,Xbox 360,8,2010
Space Invaders Infinity Gene,PlayStation 3,8,2010
Space Miner: Space Ore Bust,iPhone,8,2010
Space Trek,Wii,6,2010
Spider-Man: Shattered Dimensions,Xbox 360,8,2010
Spider-Man: Shattered Dimensions,Wii,8,2010
Spider-Man: Shattered Dimensions,Nintendo DS,8,2010
Spider-Man: Shattered Dimensions,PlayStation 3,8,2010
Spider-Man: Total Mayhem,iPhone,9,2010
Spider-Man: Total Mayhem HD,iPad,9,2010
Spider: The Secret of Bryce Manor HD,iPhone,9,2010
Spin Master,Wii,6,2010
Spin Six,Nintendo DSi,8,2010
Spinzizzle,iPhone,8,2010
Splatterhouse,PlayStation 3,4,2010
Splatterhouse,Xbox 360,4,2010
Splatterhouse [1988],iPhone,5,2010
Split/Second,PlayStation 3,9,2010
Split/Second,Xbox 360,9,2010
Split/Second,PC,9,2010
Split/Second,iPhone,6,2010
Split/Second,PlayStation Portable,5,2010
Splode,iPhone,8,2010
Sports Champions,PlayStation 3,8,2010
Star Battalion,iPhone,7,2010
Star Ocean: The Last Hope International,PlayStation 3,9,2010
Star Trek Online,PC,7,2010
Star Wars Arcade: Falcon Gunner,iPhone,7,2010
Star Wars Cantina,iPhone,5,2010
Star Wars: Imperial Academy,iPhone,6,2010
Star Wars: The Battle for Hoth,iPhone,7,2010
Star Wars: The Battle for Hoth,Windows Phone,7,2010
Star Wars: The Force Unleashed II,Wii,8,2010
Star Wars: The Force Unleashed II,Xbox 360,7,2010
Star Wars: The Force Unleashed II,PlayStation 3,7,2010
Star Wars: The Force Unleashed II,PC,7,2010
Star Wars: The Force Unleashed II,Nintendo DS,4,2010
Starship Defense,Nintendo DSi,9,2010
Start the Party,PlayStation 3,6,2010
SteamWorld Tower Defense,Nintendo DSi,8,2010
Stenches: A Zombie Tale of Trenches,iPhone,8,2010
Steve Young Football,iPhone,6,2010
Street Fighter II: Champion Edition,Wii,7,2010
Street Fighter IV,iPhone,8,2010
Street Slam,Wii,8,2010
Super K.O. Boxing 2,Android,8,2010
Super Mario All-Stars Limited Edition,Wii,7,2010
Super Mario Galaxy 2,Wii,10,2010
Super Meat Boy,Xbox 360,9,2010
Super Meat Boy,PC,9,2010
Super Mega Worm,iPhone,8,2010
Super Monkey Ball: Step & Roll,Wii,8,2010
Super Scribblenauts,Nintendo DS,9,2010
Super Smash Bros.,Wii,8,2010
Super Stacker,PlayStation 3,8,2010
Super Street Fighter IV,Xbox 360,9,2010
Super Street Fighter IV,PlayStation 3,9,2010
Super Swap!,Nintendo DSi,6,2010
Super Yum Yum Puzzle Adventures,Nintendo DSi,3,2010
Supermarket Mania,PlayStation Portable,7,2010
Supermarket Mania,iPhone,7,2010
Supreme Commander 2,PC,8,2010
Supreme Commander 2,Xbox 360,8,2010
Surviving High School,Nintendo DSi,6,2010
Sweet Reversi,PlayStation Portable,5,2010
Sword & Poker,iPhone,9,2010
Sword & Poker 2,iPhone,9,2010
Swords & Soldiers,PlayStation 3,9,2010
Tales of Elastic Boy: Mission 1,Wii,7,2010
Tales of Monkey Island -- Chapter 5: Rise of the Pirate God,Wii,8,2010
Tap Tap Revenge: Nirvana Edition,iPhone,8,2010
Tatsunoko vs. Capcom: Ultimate All Stars,Wii,9,2010
Tecmo Bowl Throwback,Xbox 360,7,2010
Tecmo Bowl Throwback,PlayStation 3,7,2010
Telegraph Crosswords,Nintendo DSi,4,2010
Telegraph Sudoku & Kakuro,Nintendo DSi,8,2010
TerRover,PlayStation 3,6,2010
Tetris Party Deluxe,Wii,8,2010
Texting of the Bread,iPhone,8,2010
The Ball,PC,7,2010
The Fight: Lights Out,PlayStation 3,3,2010
The Hero,iPhone,8,2010
The Horrible Vikings,iPhone,8,2010
The Incident [2010],iPhone,8,2010
The Jim and Frank Mysteries: The Blood River Files,iPhone,8,2010
The King of Fighters '95,Wii,6,2010
The Kings' Crusade,PC,5,2010
The Lord of the Rings Online: Siege of Mirkwood,PC,9,2010
The Lord of the Rings: Aragorn's Quest,Wii,7,2010
The Lord of the Rings: Aragorn's Quest,PlayStation 3,6,2010
The Lord of the Rings: Aragorn's Quest,PlayStation Portable,5,2010
The Lord of the Rings: Aragorn's Quest,PlayStation 2,5,2010
The Lord of the Rings: Aragorn's Quest,Nintendo DS,5,2010
The Magic Obelisk,Wii,8,2010
The Misadventures of Mr. P.B. Winterbottom,Xbox 360,8,2010
The Package,iPhone,8,2010
The Plateau,Android,8,2010
The Price is Right: 2010 Edition,iPhone,8,2010
The Price is Right: 2010 Edition,PlayStation 3,4,2010
The Red Star,PlayStation Portable,7,2010
The Saboteur,iPhone,5,2010
The Secret of Monkey Island: Special Edition,PlayStation 3,9,2010
The Settlers 7: Paths to a Kingdom,PC,6,2010
The Shoot,PlayStation 3,6,2010
The Sims 3,Nintendo DS,8,2010
The Sims 3,Wireless,8,2010
The Sims 3,PlayStation 3,8,2010
The Sims 3,Xbox 360,8,2010
The Sims 3: Ambitions,PC,8,2010
The Sims 3: Ambitions,iPhone,8,2010
The Sims 3: Late Night,PC,8,2010
The Sky Crawlers: Innocent Aces,Wii,8,2010
The Sly Collection,PlayStation 3,9,2010
The Tales of Bearsworth Manor: Chaotic Conflicts,Wii,6,2010
The Tales of Bearsworth Manor: Puzzling Pages,Wii,6,2010
The Terminator,PlayStation Portable,4,2010
The UnderGarden,Xbox 360,7,2010
The UnderGarden,PC,7,2010
Things On Wheels,Xbox 360,4,2010
Tiger Woods PGA Tour 11,Wii,9,2010
Tiger Woods PGA Tour 11,PlayStation 3,9,2010
Tiger Woods PGA Tour 11,Xbox 360,9,2010
Time Crisis 2nd Strike,iPhone,6,2010
Time Crisis: Razing Storm,PlayStation 3,4,2010
Today I Die Again,iPhone,8,2010
Tom Clancy's Ghost Recon,Wii,3,2010
Tom Clancy's Ghost Recon: Predator,PlayStation Portable,6,2010
Tom Clancy's HAWX 2,Xbox 360,7,2010
Tom Clancy's HAWX 2,Wii,4,2010
Tom Clancy's Splinter Cell Conviction: The Insurgency Pack,Xbox 360,9,2010
Tom Clancy's Splinter Cell: Conviction,Xbox 360,9,2010
Tom Clancy's Splinter Cell: Conviction,PC,9,2010
Tom Clancy's Splinter Cell: Conviction,iPhone,7,2010
Tom Clancy's Splinter Cell: Conviction,iPad,7,2010
Tony Hawk's Pro Skater 2,iPhone,8,2010
Tonzurakko,PlayStation Portable,7,2010
Top Gun,PlayStation 3,5,2010
Top Gun 2,iPhone,8,2010
Toribash,Wii,4,2010
Tournament of Legends,Wii,5,2010
Tower Bloxx New York,iPhone,8,2010
Toy Soldiers,Xbox 360,8,2010
Toy Story 3: The Video Game,PC,8,2010
Toy Story 3: The Video Game,Wii,8,2010
Toy Story 3: The Video Game,PlayStation 3,8,2010
Toy Story 3: The Video Game,Xbox 360,8,2010
Transformers G1: Awakening,iPhone,9,2010
Transformers G1: Awakening,Android,8,2010
Transformers: Cybertron Adventures,Wii,4,2010
Transformers: War for Cybertron,PC,9,2010
Transformers: War for Cybertron,PlayStation 3,9,2010
Transformers: War for Cybertron,Xbox 360,9,2010
Transformers: War for Cybertron -- Autobots,Nintendo DS,7,2010
Transformers: War for Cybertron -- Decepticons,Nintendo DS,7,2010
Trauma Team,Wii,8,2010
Triple Shot Sports,Wii,2,2010
Tron Evolution,PlayStation 3,6,2010
Tron Evolution,Xbox 360,6,2010
Tron Evolution,PC,6,2010
Tron Legacy -- The Movie,iPhone,6,2010
Tropico 3,Xbox 360,8,2010
Trucker's Delight,iPhone,7,2010
Trucks and Skulls,iPhone,8,2010
Truth or Lies,Xbox 360,4,2010
Truth or Lies,PlayStation 3,4,2010
Truth or Lies,Wii,4,2010
Tumble,PlayStation 3,4,2010
Tumble Bugs 2,Wii,6,2010
Tumbledrop,iPhone,8,2010
Turn: The Lost Artifact,Nintendo DSi,8,2010
TV Show King 2,Wii,8,2010
TV SuperStars,PlayStation 3,6,2010
Twin Blades HD,iPad,8,2010
Twin Blades: The Reaping Vanguard,Windows Phone,7,2010
Twin Sector,PC,4,2010
U Connect,iPad,9,2010
U Connect,iPhone,9,2010
UFC Undisputed 2010,Xbox 360,8,2010
UFC Undisputed 2010,PlayStation 3,8,2010
UFC Undisputed 2010,PlayStation Portable,8,2010
UFO on Tape,iPhone,9,2010
Ultimate Mortal Kombat 3,iPhone,5,2010
UniWar,Android,8,2010
Uno [2006],Windows Phone,6,2010
Uno [2010],Wii,8,2010
Uno [2010],PlayStation Portable,8,2010
Valkyria Chronicles II,PlayStation Portable,9,2010
Vampire Origins,iPhone,7,2010
Vancouver 2010: The Official Videogame of the Winter Olympic Games,PlayStation 3,7,2010
Vancouver 2010: The Official Videogame of the Winter Olympic Games,Xbox 360,7,2010
Vancouver 2010: The Official Videogame of the Winter Olympic Games,iPhone,6,2010
Vandal Hearts: Flames of Judgment,PlayStation 3,7,2010
Vandal Hearts: Flames of Judgment,Xbox 360,7,2010
Vanquish,PlayStation 3,9,2010
Vanquish,Xbox 360,9,2010
Vanquish: The Oath of Brothers,iPhone,8,2010
Vector Tanks Extreme,iPhone,8,2010
Vector TD,PlayStation Portable,8,2010
Viral Survival,Wii,7,2010
Voice Fantasy,iPhone,5,2010
Voodoo Dice,PlayStation 3,5,2010
Voodoo Dice,Xbox 360,5,2010
VT Tennis,Nintendo DSi,4,2010
VVVVVV,PC,8,2010
Wackylands Boss,iPhone,8,2010
Wakeboarding HD,PlayStation 3,5,2010
"Wallace & Gromit's Grand Adventures, Episode 2: The Last Resort",iPad,7,2010
"Warhammer 40,000: Dawn of War II -- Chaos Rising",PC,9,2010
Wario Ware D.I.Y.,Nintendo DS,9,2010
We Doodle,iPhone,8,2010
We Doodle,iPad,8,2010
We Farm,iPhone,6,2010
Wedding Dash 4-Ever,PC,8,2010
"What Did I Do To Deserve This, My Lord?! 2 (Retail Edtion)",PlayStation Portable,8,2010
White Knight Chronicles (International Edition),PlayStation 3,5,2010
Who's That Flying!?,PlayStation Portable,8,2010
Wii Party,Wii,7,2010
Wild Guns,Wii,8,2010
Wild West 3D Rollercoaster Rush,iPhone,8,2010
Wings of Prey,PC,8,2010
WireWay,iPhone,6,2010
Wolf Boy,iPhone,7,2010
World of Goo,iPad,10,2010
World of Outlaws: Sprint Cars,Xbox 360,5,2010
World of Warcraft: Cataclysm,PC,9,2010
World Poker Tour: Texas Hold 'Em,Nintendo DSi,7,2010
Worms 2: Armageddon,iPhone,6,2010
Worms Reloaded,PC,9,2010
WWE SmackDown vs. Raw 2010,iPhone,3,2010
WWE SmackDown vs. Raw 2011,PlayStation 2,8,2010
WWE SmackDown vs. Raw 2011,PlayStation 3,8,2010
WWE SmackDown vs. Raw 2011,Xbox 360,8,2010
WWE SmackDown vs. Raw 2011,Wii,8,2010
X-Men: The Arcade Game,Xbox 360,8,2010
X-Men: The Arcade Game,PlayStation 3,8,2010
X2 Snowboarding,iPhone,8,2010
Yakuza 3,PlayStation 3,9,2010
Yard Sale Hidden Treasures: Sunnyville,Wii,7,2010
Your Shape: Fitness Evolved,Xbox 360,7,2010
Ys Seven,PlayStation Portable,8,2010
Yu-Gi-Oh!  5D's Tag Force 4,PlayStation Portable,7,2010
Yu-Gi-Oh! 5D's Decade Duels,Xbox 360,5,2010
Yu-Gi-Oh! 5D's Duel Transer,Wii,7,2010
Zaxxon,Wii,4,2010
Zen Bound 2,iPad,9,2010
Zen Bound 2,PC,8,2010
Zeno Clash: Ultimate Edition,Xbox 360,7,2010
Zenonia,Android,8,2010
Zenonia,Nintendo DSi,8,2010
Zenonia 2: The Lost Memories,iPhone,8,2010
Zombie Crisis 3D,iPhone,7,2010
Zombie Escape,iPhone,8,2010
Zombie Infection,iPhone,8,2010
ZombieSmash,iPhone,8,2010
Zoo Disc Golf,Wii,4,2010
Zoo Frenzy,Nintendo DSi,7,2010
1-bit Ninja,iPhone,8,2011
1001 BlockBusters,Nintendo DSi,7,2011
101-in-1 Explosive Megamix,Wii,3,2011
1942 (Arcade),Wii,6,2011
1950's Lawnmower Kids,Nintendo DSi,5,2011
2Bit,iPhone,8,2011
3D Classics: Excitebike,Nintendo 3DS,8,2011
3D Classics: Kirby's Adventure,Nintendo 3DS,8,2011
3D Classics: TwinBee,Nintendo 3DS,6,2011
3D Classics: Urban Champion,Nintendo 3DS,3,2011
3D Classics: Xevious,Nintendo 3DS,8,2011
3D Pixel Racing,Wii,6,2011
4 Elements HD,PlayStation 3,8,2011
99Bullets,Nintendo DSi,8,2011
A Game of Thrones: Genesis,PC,6,2011
A.R.E.S.: Extinction Agenda,PC,8,2011
Academy: Checkers,Nintendo DSi,7,2011
Ace Combat Assault Horizon,PlayStation 3,8,2011
Ace Combat Assault Horizon,Xbox 360,8,2011
Ace Combat Assault Horizon Legacy,Nintendo 3DS,8,2011
Achron,PC,5,2011
Adventure Island,Nintendo 3DS,8,2011
AFL Live,PlayStation 3,6,2011
AfterZoom,Nintendo DSi,8,2011
Age of Empires Online,PC,7,2011
Air Conflicts: Secret Wars,Xbox 360,6,2011
Air Penguin,iPhone,8,2011
Akimi Village,PlayStation 3,7,2011
Alice: Madness Returns,Xbox 360,7,2011
Alice: Madness Returns,PC,7,2011
Alice: Madness Returns,PlayStation 3,7,2011
Alien Breed 3: Descent,PC,7,2011
Alien Breed 3: Descent,PlayStation 3,7,2011
Alien Zombie Megadeath,PlayStation 3,9,2011
Aliens: Infestation,Nintendo DS,8,2011
Alleyway,Nintendo 3DS,6,2011
Angry Birds,PlayStation Portable,8,2011
Angry Birds Rio,Android,9,2011
Angry Birds Rio,iPhone,9,2011
Angry Business Man,iPhone,6,2011
Anima: Ark of Sinners,Wii,6,2011
Anno 2070,PC,9,2011
Anomaly: Warzone Earth,iPad,9,2011
Anomaly: Warzone Earth,PC,8,2011
Another World,iPhone,9,2011
Anthill: Tactical Trail Defense,iPhone,8,2011
Apox,PC,5,2011
Ar tonelico Qoga: Knell of Ar Ciel,PlayStation 3,6,2011
Arcade Essentials,Wii,5,2011
Army of Darkness: Defense,iPhone,8,2011
Ash,iPhone,7,2011
Asphalt 3D,Nintendo 3DS,3,2011
Assassin's Creed Brotherhood: The Da Vinci Disappearence,PlayStation 3,7,2011
Assassin's Creed Brotherhood: The Da Vinci Disappearence,Xbox 360,7,2011
Assassin's Creed Recollection,iPhone,7,2011
Assassin's Creed: Brotherhood,PC,8,2011
Assassin's Creed: Revelations,Xbox 360,9,2011
Assassin's Creed: Revelations,PlayStation 3,9,2011
Atelier Totori: The Adventurer of Arland,PlayStation 3,8,2011
Atom Zombie Smasher,PC,8,2011
Auditorium,PlayStation 3,9,2011
Avenging Spirit,Nintendo 3DS,7,2011
"Aww, Eggplant",iPhone,8,2011
Aya and the Cubes of Light,Wii,7,2011
B Team - Episode 2: Ice & Venom,Nintendo DSi,7,2011
Back to the Future: The Game,iPad,8,2011
Back to the Future: The Game,PC,8,2011
Back to the Future: The Game,Wii,7,2011
Back to the Future: The Game -- Episode 1: It's About Time,PlayStation 3,8,2011
Back to the Future: The Game -- Episode 2: Get Tannen!,PC,9,2011
Back to the Future: The Game -- Episode 2: Get Tannen!,PlayStation 3,8,2011
Back to the Future: The Game -- Episode 2: Get Tannen!,iPad,7,2011
Back to the Future: The Game -- Episode 3: Citizen Brown,PC,8,2011
Back to the Future: The Game -- Episode 3: Citizen Brown,PlayStation 3,8,2011
Back to the Future: The Game -- Episode 4: Double Visions,PlayStation 3,7,2011
Back to the Future: The Game -- Episode 4: Double Visions,PC,7,2011
Back to the Future: The Game -- Episode 5: Outatime,PC,7,2011
Back to the Future: The Game -- Episode 5: Outatime,PlayStation 3,7,2011
Backbreaker Vengeance,Xbox 360,5,2011
BackStab,iPad,5,2011
Balloon Kid,Nintendo 3DS,8,2011
Bangai-O HD: Missile Fury,Xbox 360,9,2011
Baseball,Nintendo 3DS,5,2011
Bastion,Xbox 360,9,2011
Bastion,PC,9,2011
Batman: Arkham City,Xbox 360,10,2011
Batman: Arkham City,PlayStation 3,10,2011
Batman: Arkham City,PC,10,2011
Batman: Arkham City Lockdown,iPhone,7,2011
Battle of the Elements,Nintendo DSi,8,2011
Battle: Los Angeles,PC,6,2011
Battle: Los Angeles,Xbox 360,6,2011
Battle: Los Angeles,PlayStation 3,6,2011
Battlefield 3,PC,9,2011
Battlefield 3,Xbox 360,9,2011
Battlefield 3,PlayStation 3,9,2011
Battlefield Play4Free,PC,6,2011
Battleheart,iPhone,6,2011
Beat Hazard Ultra,PlayStation 3,5,2011
Before the Echo,PC,7,2011
Bejeweled 3,Xbox 360,8,2011
Bejeweled Blitz Live,Xbox 360,7,2011
Beyond Good & Evil HD,Xbox 360,9,2011
Big Bass Arcade,Wii,7,2011
Big Town Shoot Out,Wii,6,2011
Bike Baron,iPhone,8,2011
Bionic Commando Rearmed 2,Xbox 360,6,2011
Bionic Commando Rearmed 2,PlayStation 3,6,2011
Bird Zapper!,iPhone,8,2011
Bit.Trip Complete,Wii,8,2011
Bit.Trip Flux,Wii,9,2011
Bit.Trip Runner,PC,7,2011
Bit.Trip Saga,Nintendo 3DS,8,2011
Black Mirror III: Final Fear,PC,8,2011
Black Prophecy,PC,8,2011
Black Tiger,Wii,8,2011
Blackwater,Xbox 360,3,2011
Blaster Master: Enemy Below,Nintendo 3DS,8,2011
BlazBlue: Continuum Shift II,PlayStation Portable,8,2011
BlazBlue: Continuum Shift II,Nintendo 3DS,5,2011
Bleach: Soul Resurreccion,PlayStation 3,7,2011
Blockado: Puzzle Island,Nintendo DSi,6,2011
Blocks That Matter,PC,9,2011
Bloodline Champions,PC,8,2011
BloodRayne: Betrayal,PlayStation 3,9,2011
BloodRayne: Betrayal,Xbox 360,9,2011
Bloons Tower Defense,Nintendo DSi,6,2011
Boardwalk Ball Toss,Nintendo DSi,4,2011
Bobby Carrot Forever,Wii,7,2011
Body and Brain Connection,Xbox 360,5,2011
Bodycount,Xbox 360,6,2011
Bodycount,PlayStation 3,6,2011
Bomberman Hero,Wii,6,2011
Boulder Dash-XL,Xbox 360,8,2011
Brawl Brothers,Wii,7,2011
Breach,Xbox 360,6,2011
Breach,PC,6,2011
Break Tactics,Nintendo DSi,4,2011
Breakeroids,iPhone,8,2011
Bridge,Nintendo DSi,6,2011
Bring Me Sandwiches!!,iPhone,7,2011
Brink,PC,7,2011
Brink,Xbox 360,6,2011
Brink,PlayStation 3,6,2011
Bugs'N'Balls,Nintendo DSi,5,2011
Build-A-Lot,Nintendo DSi,7,2011
Bulletstorm,PlayStation 3,8,2011
Bulletstorm,Xbox 360,8,2011
Bulletstorm,PC,8,2011
Bumpy Road,iPhone,9,2011
BurgerTime Deluxe,Nintendo 3DS,8,2011
BurgerTime World Tour,Xbox 360,6,2011
Burn the City,iPhone,7,2011
Burn the Rope,iPhone,8,2011
Burn the Rope,Wii,6,2011
Burnout Crash,Xbox 360,8,2011
Burnout Crash,PlayStation 3,8,2011
Bust-A-Move Universe,Nintendo 3DS,6,2011
Calculator,Nintendo DSi,7,2011
Call of Duty: Modern Warfare 3,PC,9,2011
Call of Duty: Modern Warfare 3,Xbox 360,9,2011
Call of Duty: Modern Warfare 3,PlayStation 3,9,2011
Call of Duty: Modern Warfare 3,Wii,5,2011
Call of Juarez: The Cartel,Xbox 360,5,2011
Call of Juarez: The Cartel,PlayStation 3,5,2011
Call of Juarez: The Cartel,PC,5,2011
Capsized,PC,9,2011
Captain America: Super Soldier,Wii,6,2011
Captain America: Super Soldier,Nintendo DS,6,2011
Captain America: Super Soldier,PlayStation 3,5,2011
Captain America: Super Soldier,Xbox 360,5,2011
Captain America: Super Soldier,Nintendo 3DS,5,2011
Cardboard Castle,iPhone,8,2011
Cargo! The Quest for Gravity,PC,6,2011
Carmen Sandiego Adventures in Math: The Lady Liberty Larceny,Wii,8,2011
"Carnival Games: Monkey See, Monkey Do",Xbox 360,6,2011
Cars 2,Xbox 360,8,2011
Cars 2,Wii,8,2011
Cars 2,PlayStation 3,8,2011
Cars 2,Nintendo DS,7,2011
Cartoon Network: Punch Time Explosion,Nintendo 3DS,5,2011
Cartoon Network: Punch Time Explosion XL,PlayStation 3,5,2011
Cartoon Network: Punch Time Explosion XL,Xbox 360,5,2011
Casey's Contraptions,iPad,8,2011
Castle Conqueror -- Against,Nintendo DSi,7,2011
Castle Conqueror -- Heroes,Nintendo DSi,8,2011
Castle Conqueror -- Revolution,Nintendo DSi,8,2011
Castlevania: Harmony of Despair,PlayStation 3,8,2011
Catherine,Xbox 360,9,2011
Catherine,PlayStation 3,9,2011
Catrap,Nintendo 3DS,9,2011
Cave Story 3D,Nintendo 3DS,9,2011
Chantelise: A Tale of Two Sisters,PC,5,2011
Chicken Balls,iPhone,8,2011
Child of Eden,Xbox 360,9,2011
Child of Eden,PlayStation 3,7,2011
Chime Super Deluxe,PlayStation 3,9,2011
Christmas Wonderland,Nintendo DSi,6,2011
Chronicles of Vampires: Origins,Nintendo DSi,7,2011
Chrono Trigger,Wii,10,2011
Cities in Motion,PC,7,2011
City of Secrets,iPhone,7,2011
Clumsy Bob,iPhone,8,2011
Combat of Giants: Dinosaurs 3D,Nintendo 3DS,6,2011
Come On! Heroes,Nintendo DSi,8,2011
Commando (Arcade),Wii,5,2011
Conduit 2,Wii,8,2011
Continuity 2,iPhone,8,2011
Contre Jour,iPhone,8,2011
Corpse Party,PlayStation Portable,7,2011
Costume Quest,PC,8,2011
Cover Orange,iPhone,9,2011
Cowboys & Aliens: Silver City Defense,iPhone,2,2011
Crasher,PC,6,2011
Crazy Hamster,Nintendo DSi,6,2011
Critical Mass,PC,8,2011
Crysis,PlayStation 3,8,2011
Crysis,Xbox 360,8,2011
Crysis 2,PC,9,2011
Crysis 2,PlayStation 3,9,2011
Crysis 2,Xbox 360,9,2011
Crystal Caverns of Amon-Ra,Nintendo DSi,5,2011
Cthulhu Saves the World,PC,8,2011
Cubic Ninja,Nintendo 3DS,6,2011
Cut the Rope,Nintendo DSi,9,2011
Cut The Rope: Experiments,iPhone,9,2011
Dance Central 2,Xbox 360,9,2011
DanceDanceRevolution,Xbox 360,7,2011
